"","state_name","date","cases","new","new7"
"8250","Idaho",2021-09-30,257322,1905,1318.28571428571
"8251","Idaho",2021-10-01,259100,1778,1337.14285714286
"8252","Idaho",2021-10-02,260012,912,1350.85714285714
"8253","Idaho",2021-10-03,260351,339,1342.28571428571
"8254","Idaho",2021-10-04,261459,1108,1297.28571428571
"8255","Idaho",2021-10-05,263291,1832,1365.42857142857
"8256","Idaho",2021-10-06,264661,1370,1320.57142857143
"8257","Idaho",2021-10-07,265982,1321,1237.14285714286
"8258","Idaho",2021-10-08,267664,1682,1223.42857142857
"8259","Idaho",2021-10-09,268454,790,1206
"8260","Idaho",2021-10-10,268660,206,1187
"8261","Idaho",2021-10-11,268660,0,1028.71428571429
"8262","Idaho",2021-10-12,270601,1941,1044.28571428571
"8263","Idaho",2021-10-13,272625,2024,1137.71428571429
"8264","Idaho",2021-10-14,274560,1935,1225.42857142857
"8265","Idaho",2021-10-15,276080,1520,1202.28571428571
"8266","Idaho",2021-10-16,276862,782,1201.14285714286
"8267","Idaho",2021-10-17,277167,305,1215.28571428571
"8268","Idaho",2021-10-18,278457,1290,1399.57142857143
"8269","Illinois",2020-01-22,0,0,0
"8270","Illinois",2020-01-23,0,0,0
"8271","Illinois",2020-01-24,1,1,0
"8272","Illinois",2020-01-25,1,0,0
"8273","Illinois",2020-01-26,1,0,0
"8274","Illinois",2020-01-27,1,0,0
"8275","Illinois",2020-01-28,1,0,0.142857142857143
"8276","Illinois",2020-01-29,1,0,0.142857142857143
"8277","Illinois",2020-01-30,1,0,0.142857142857143
"8278","Illinois",2020-01-31,2,1,0.142857142857143
"8279","Illinois",2020-02-01,2,0,0.142857142857143
"8280","Illinois",2020-02-02,2,0,0.142857142857143
"8281","Illinois",2020-02-03,2,0,0.142857142857143
"8282","Illinois",2020-02-04,2,0,0.142857142857143
"8283","Illinois",2020-02-05,2,0,0.142857142857143
"8284","Illinois",2020-02-06,2,0,0.142857142857143
"8285","Illinois",2020-02-07,2,0,0
"8286","Illinois",2020-02-08,2,0,0
"8287","Illinois",2020-02-09,2,0,0
"8288","Illinois",2020-02-10,2,0,0
"8289","Illinois",2020-02-11,2,0,0
"8290","Illinois",2020-02-12,2,0,0
"8291","Illinois",2020-02-13,2,0,0
"8292","Illinois",2020-02-14,2,0,0
"8293","Illinois",2020-02-15,2,0,0
"8294","Illinois",2020-02-16,2,0,0
"8295","Illinois",2020-02-17,2,0,0
"8296","Illinois",2020-02-18,2,0,0
"8297","Illinois",2020-02-19,2,0,0
"8298","Illinois",2020-02-20,2,0,0
"8299","Illinois",2020-02-21,2,0,0
"8300","Illinois",2020-02-22,2,0,0
"8301","Illinois",2020-02-23,2,0,0
"8302","Illinois",2020-02-24,2,0,0
"8303","Illinois",2020-02-25,2,0,0
"8304","Illinois",2020-02-26,2,0,0
"8305","Illinois",2020-02-27,2,0,0
"8306","Illinois",2020-02-28,2,0,0
"8307","Illinois",2020-02-29,2,0,0
"8308","Illinois",2020-03-01,3,1,0.142857142857143
"8309","Illinois",2020-03-02,4,1,0.285714285714286
"8310","Illinois",2020-03-03,4,0,0.285714285714286
"8311","Illinois",2020-03-04,4,0,0.285714285714286
"8312","Illinois",2020-03-05,5,1,0.428571428571429
"8313","Illinois",2020-03-06,5,0,0.428571428571429
"8314","Illinois",2020-03-07,6,1,0.571428571428571
"8315","Illinois",2020-03-08,7,1,0.571428571428571
"8316","Illinois",2020-03-09,7,0,0.428571428571429
"8317","Illinois",2020-03-10,12,5,1.14285714285714
"8318","Illinois",2020-03-11,25,13,3
"8319","Illinois",2020-03-12,32,7,3.85714285714286
"8320","Illinois",2020-03-13,46,14,5.85714285714286
"8321","Illinois",2020-03-14,64,18,8.28571428571429
"8322","Illinois",2020-03-15,66,2,8.42857142857143
"8323","Illinois",2020-03-16,83,17,10.8571428571429
"8324","Illinois",2020-03-17,161,78,21.2857142857143
"8325","Illinois",2020-03-18,272,111,35.2857142857143
"8326","Illinois",2020-03-19,422,150,55.7142857142857
"8327","Illinois",2020-03-20,585,163,77
"8328","Illinois",2020-03-21,753,168,98.4285714285714
"8329","Illinois",2020-03-22,1049,296,140.428571428571
"8330","Illinois",2020-03-23,1285,236,171.714285714286
"8331","Illinois",2020-03-24,1537,252,196.571428571429
"8332","Illinois",2020-03-25,1865,328,227.571428571429
"8333","Illinois",2020-03-26,2538,673,302.285714285714
"8334","Illinois",2020-03-27,3024,486,348.428571428571
"8335","Illinois",2020-03-28,3491,467,391.142857142857
"8336","Illinois",2020-03-29,4596,1105,506.714285714286
"8337","Illinois",2020-03-30,5056,460,538.714285714286
"8338","Illinois",2020-03-31,5994,938,636.714285714286
"8339","Illinois",2020-04-01,6980,986,730.714285714286
"8340","Illinois",2020-04-02,7695,715,736.714285714286
"8341","Illinois",2020-04-03,8904,1209,840
"8342","Illinois",2020-04-04,10357,1453,980.857142857143
"8343","Illinois",2020-04-05,11259,902,951.857142857143
"8344","Illinois",2020-04-06,12262,1003,1029.42857142857
"8345","Illinois",2020-04-07,13553,1291,1079.85714285714
"8346","Illinois",2020-04-08,15078,1525,1156.85714285714
"8347","Illinois",2020-04-09,16422,1344,1246.71428571429
"8348","Illinois",2020-04-10,17887,1465,1283.28571428571
"8349","Illinois",2020-04-11,19180,1293,1260.42857142857
"8350","Illinois",2020-04-12,20852,1672,1370.42857142857
"8351","Illinois",2020-04-13,22025,1173,1394.71428571429
"8352","Illinois",2020-04-14,23248,1223,1385
"8353","Illinois",2020-04-15,24593,1345,1359.28571428571
"8354","Illinois",2020-04-16,25734,1141,1330.28571428571
"8355","Illinois",2020-04-17,27578,1844,1384.42857142857
"8356","Illinois",2020-04-18,29160,1582,1425.71428571429
"8357","Illinois",2020-04-19,30357,1197,1357.85714285714
"8358","Illinois",2020-04-20,31513,1156,1355.42857142857
"8359","Illinois",2020-04-21,33059,1546,1401.57142857143
"8360","Illinois",2020-04-22,35107,2048,1502
"8361","Illinois",2020-04-23,36937,1830,1600.42857142857
"8362","Illinois",2020-04-24,39658,2721,1725.71428571429
"8363","Illinois",2020-04-25,41777,2119,1802.42857142857
"8364","Illinois",2020-04-26,43903,2126,1935.14285714286
"8365","Illinois",2020-04-27,45883,1980,2052.85714285714
"8366","Illinois",2020-04-28,48102,2219,2149
"8367","Illinois",2020-04-29,50358,2256,2178.71428571429
"8368","Illinois",2020-04-30,52918,2560,2283
"8369","Illinois",2020-05-01,56055,3137,2342.42857142857
"8370","Illinois",2020-05-02,58505,2450,2389.71428571429
"8371","Illinois",2020-05-03,61499,2994,2513.71428571429
"8372","Illinois",2020-05-04,63777,2278,2556.28571428571
"8373","Illinois",2020-05-05,65889,2112,2541
"8374","Illinois",2020-05-06,68232,2343,2553.42857142857
"8375","Illinois",2020-05-07,70871,2639,2564.71428571429
"8376","Illinois",2020-05-08,73760,2889,2529.28571428571
"8377","Illinois",2020-05-09,76085,2325,2511.42857142857
"8378","Illinois",2020-05-10,77741,1656,2320.28571428571
"8379","Illinois",2020-05-11,79007,1266,2175.71428571429
"8380","Illinois",2020-05-12,83021,4014,2447.42857142857
"8381","Illinois",2020-05-13,84694,1673,2351.71428571429
"8382","Illinois",2020-05-14,87937,3243,2438
"8383","Illinois",2020-05-15,90369,2432,2372.71428571429
"8384","Illinois",2020-05-16,92457,2088,2338.85714285714
"8385","Illinois",2020-05-17,94191,1734,2350
"8386","Illinois",2020-05-18,96485,2294,2496.85714285714
"8387","Illinois",2020-05-19,98030,1545,2144.14285714286
"8388","Illinois",2020-05-20,100418,2388,2246.28571428571
"8389","Illinois",2020-05-21,102688,2270,2107.28571428571
"8390","Illinois",2020-05-22,105444,2756,2153.57142857143
"8391","Illinois",2020-05-23,107796,2352,2191.28571428571
"8392","Illinois",2020-05-24,110304,2508,2301.85714285714
"8393","Illinois",2020-05-25,112017,1713,2218.85714285714
"8394","Illinois",2020-05-26,113195,1178,2166.42857142857
"8395","Illinois",2020-05-27,114306,1111,1984
"8396","Illinois",2020-05-28,115833,1527,1877.85714285714
"8397","Illinois",2020-05-29,117455,1622,1715.85714285714
"8398","Illinois",2020-05-30,118917,1462,1588.71428571429
"8399","Illinois",2020-05-31,120260,1343,1422.28571428571
"8400","Illinois",2020-06-01,121234,974,1316.71428571429
"8401","Illinois",2020-06-02,122848,1614,1379
"8402","Illinois",2020-06-03,123830,982,1360.57142857143
"8403","Illinois",2020-06-04,124759,929,1275.14285714286
"8404","Illinois",2020-06-05,125915,1156,1208.57142857143
"8405","Illinois",2020-06-06,126890,975,1139
"8406","Illinois",2020-06-07,127757,867,1071
"8407","Illinois",2020-06-08,128415,658,1025.85714285714
"8408","Illinois",2020-06-09,129212,797,909.142857142857
"8409","Illinois",2020-06-10,129837,625,858.142857142857
"8410","Illinois",2020-06-11,130603,766,834.857142857143
"8411","Illinois",2020-06-12,131198,595,754.714285714286
"8412","Illinois",2020-06-13,131871,673,711.571428571429
"8413","Illinois",2020-06-14,132543,672,683.714285714286
"8414","Illinois",2020-06-15,133016,473,657.285714285714
"8415","Illinois",2020-06-16,133639,623,632.428571428571
"8416","Illinois",2020-06-17,134185,546,621.142857142857
"8417","Illinois",2020-06-18,134778,593,596.428571428571
"8418","Illinois",2020-06-19,135470,692,610.285714285714
"8419","Illinois",2020-06-20,136104,634,604.714285714286
"8420","Illinois",2020-06-21,136762,658,602.714285714286
"8421","Illinois",2020-06-22,137224,462,601.142857142857
"8422","Illinois",2020-06-23,137825,601,598
"8423","Illinois",2020-06-24,138540,715,622.142857142857
"8424","Illinois",2020-06-25,139434,894,665.142857142857
"8425","Illinois",2020-06-26,140291,857,688.714285714286
"8426","Illinois",2020-06-27,141077,786,710.428571428571
"8427","Illinois",2020-06-28,141723,646,708.714285714286
"8428","Illinois",2020-06-29,142461,738,748.142857142857
"8429","Illinois",2020-06-30,143185,724,765.714285714286
"8430","Illinois",2020-07-01,144013,828,781.857142857143
"8431","Illinois",2020-07-02,144882,869,778.285714285714
"8432","Illinois",2020-07-03,145750,868,779.857142857143
"8433","Illinois",2020-07-04,146612,862,790.714285714286
"8434","Illinois",2020-07-05,147251,639,789.714285714286
"8435","Illinois",2020-07-06,147865,614,772
"8436","Illinois",2020-07-07,149574,1709,912.714285714286
"8437","Illinois",2020-07-08,150554,980,934.428571428571
"8438","Illinois",2020-07-09,151572,1018,955.714285714286
"8439","Illinois",2020-07-10,152899,1327,1021.28571428571
"8440","Illinois",2020-07-11,154094,1195,1068.85714285714
"8441","Illinois",2020-07-12,155048,954,1113.85714285714
"8442","Illinois",2020-07-13,155931,883,1152.28571428571
"8443","Illinois",2020-07-14,156638,707,1009.14285714286
"8444","Illinois",2020-07-15,157825,1187,1038.71428571429
"8445","Illinois",2020-07-16,159082,1257,1072.85714285714
"8446","Illinois",2020-07-17,160509,1427,1087.14285714286
"8447","Illinois",2020-07-18,161785,1276,1098.71428571429
"8448","Illinois",2020-07-19,162750,965,1100.28571428571
"8449","Illinois",2020-07-20,163922,1172,1141.57142857143
"8450","Illinois",2020-07-21,164864,942,1175.14285714286
"8451","Illinois",2020-07-22,166475,1611,1235.71428571429
"8452","Illinois",2020-07-23,168096,1621,1287.71428571429
"8453","Illinois",2020-07-24,169696,1600,1312.42857142857
"8454","Illinois",2020-07-25,171122,1426,1333.85714285714
"8455","Illinois",2020-07-26,172663,1541,1416.14285714286
"8456","Illinois",2020-07-27,173894,1231,1424.57142857143
"8457","Illinois",2020-07-28,174968,1074,1443.42857142857
"8458","Illinois",2020-07-29,176363,1395,1412.57142857143
"8459","Illinois",2020-07-30,178135,1772,1434.14285714286
"8460","Illinois",2020-07-31,180115,1980,1488.42857142857
"8461","Illinois",2020-08-01,181754,1639,1518.85714285714
"8462","Illinois",2020-08-02,183224,1470,1508.71428571429
"8463","Illinois",2020-08-03,184522,1298,1518.28571428571
"8464","Illinois",2020-08-04,185993,1471,1575
"8465","Illinois",2020-08-05,187752,1759,1627
"8466","Illinois",2020-08-06,189705,1953,1652.85714285714
"8467","Illinois",2020-08-07,191808,2103,1670.42857142857
"8468","Illinois",2020-08-08,193998,2190,1749.14285714286
"8469","Illinois",2020-08-09,195380,1382,1736.57142857143
"8470","Illinois",2020-08-10,196699,1319,1739.57142857143
"8471","Illinois",2020-08-11,198248,1549,1750.71428571429
"8472","Illinois",2020-08-12,199893,1645,1734.42857142857
"8473","Illinois",2020-08-13,201727,1834,1717.42857142857
"8474","Illinois",2020-08-14,204023,2296,1745
"8475","Illinois",2020-08-15,205851,1828,1693.28571428571
"8476","Illinois",2020-08-16,207412,1561,1718.85714285714
"8477","Illinois",2020-08-17,209185,1773,1783.71428571429
"8478","Illinois",2020-08-18,210924,1739,1810.85714285714
"8479","Illinois",2020-08-19,213220,2296,1903.85714285714
"8480","Illinois",2020-08-20,215052,1832,1903.57142857143
"8481","Illinois",2020-08-21,217345,2293,1903.14285714286
"8482","Illinois",2020-08-22,219701,2356,1978.57142857143
"8483","Illinois",2020-08-23,221594,1893,2026
"8484","Illinois",2020-08-24,223206,1612,2003
"8485","Illinois",2020-08-25,224887,1681,1994.71428571429
"8486","Illinois",2020-08-26,227043,2156,1974.71428571429
"8487","Illinois",2020-08-27,228750,1707,1956.85714285714
"8488","Illinois",2020-08-28,231186,2436,1977.28571428571
"8489","Illinois",2020-08-29,233066,1880,1909.28571428571
"8490","Illinois",2020-08-30,235058,1992,1923.42857142857
"8491","Illinois",2020-08-31,236724,1666,1931.14285714286
"8492","Illinois",2020-09-01,238216,1492,1904.14285714286
"8493","Illinois",2020-09-02,240344,2128,1900.14285714286
"8494","Illinois",2020-09-03,241704,1360,1850.57142857143
"8495","Illinois",2020-09-04,247298,5594,2301.71428571429
"8496","Illinois",2020-09-05,250102,2804,2433.71428571429
"8497","Illinois",2020-09-06,251515,1413,2351
"8498","Illinois",2020-09-07,252884,1369,2308.57142857143
"8499","Illinois",2020-09-08,254276,1392,2294.28571428571
"8500","Illinois",2020-09-09,255613,1337,2181.28571428571
"8501","Illinois",2020-09-10,257566,1953,2266
"8502","Illinois",2020-09-11,259879,2313,1797.28571428571
"8503","Illinois",2020-09-12,261999,2120,1699.57142857143
"8504","Illinois",2020-09-13,263459,1460,1706.28571428571
"8505","Illinois",2020-09-14,264831,1372,1706.71428571429
"8506","Illinois",2020-09-15,266295,1464,1717
"8507","Illinois",2020-09-16,268238,1943,1803.57142857143
"8508","Illinois",2020-09-17,270294,2056,1818.28571428571
"8509","Illinois",2020-09-18,272517,2223,1805.42857142857
"8510","Illinois",2020-09-19,275041,2524,1863.14285714286
"8511","Illinois",2020-09-20,276443,1402,1854.85714285714
"8512","Illinois",2020-09-21,277920,1477,1869.85714285714
"8513","Illinois",2020-09-22,279453,1533,1879.71428571429
"8514","Illinois",2020-09-23,281303,1850,1866.42857142857
"8515","Illinois",2020-09-24,283559,2256,1895
"8516","Illinois",2020-09-25,286332,2773,1973.57142857143
"8517","Illinois",2020-09-26,288773,2441,1961.71428571429
"8518","Illinois",2020-09-27,290373,1600,1990
"8519","Illinois",2020-09-28,292082,1709,2023.14285714286
"8520","Illinois",2020-09-29,293448,1366,1999.28571428571
"8521","Illinois",2020-09-30,295720,2272,2059.57142857143
"8522","Illinois",2020-10-01,297884,2164,2046.42857142857
"8523","Illinois",2020-10-02,300340,2456,2001.14285714286
"8524","Illinois",2020-10-03,302782,2442,2001.28571428571
"8525","Illinois",2020-10-04,304235,1453,1980.28571428571
"8526","Illinois",2020-10-05,306088,1853,2000.85714285714
"8527","Illinois",2020-10-06,307705,1617,2036.71428571429
"8528","Illinois",2020-10-07,310335,2630,2087.85714285714
"8529","Illinois",2020-10-08,313429,3094,2220.71428571429
"8530","Illinois",2020-10-09,316546,3117,2315.14285714286
"8531","Illinois",2020-10-10,319451,2905,2381.28571428571
"8532","Illinois",2020-10-11,322178,2727,2563.28571428571
"8533","Illinois",2020-10-12,324918,2740,2690
"8534","Illinois",2020-10-13,327771,2853,2866.57142857143
"8535","Illinois",2020-10-14,330637,2866,2900.28571428571
"8536","Illinois",2020-10-15,334651,4014,3031.71428571429
"8537","Illinois",2020-10-16,339757,5106,3315.85714285714
"8538","Illinois",2020-10-17,343386,3629,3419.28571428571
"8539","Illinois",2020-10-18,347631,4245,3636.14285714286
"8540","Illinois",2020-10-19,350744,3113,3689.42857142857
"8541","Illinois",2020-10-20,354457,3713,3812.28571428571
"8542","Illinois",2020-10-21,358799,4342,4023.14285714286
"8543","Illinois",2020-10-22,363740,4941,4155.57142857143
"8544","Illinois",2020-10-23,368740,5000,4140.42857142857
"8545","Illinois",2020-10-24,374901,6161,4502.14285714286
"8546","Illinois",2020-10-25,378958,4057,4475.28571428571
"8547","Illinois",2020-10-26,383687,4729,4706.14285714286
"8548","Illinois",2020-10-27,387687,4000,4747.14285714286
"8549","Illinois",2020-10-28,393797,6110,4999.71428571429
"8550","Illinois",2020-10-29,400159,6362,5202.71428571429
"8551","Illinois",2020-10-30,408648,8489,5701.14285714286
"8552","Illinois",2020-10-31,416547,7899,5949.42857142857
"8553","Illinois",2020-11-01,423527,6980,6367
"8554","Illinois",2020-11-02,429749,6222,6580.28571428571
"8555","Illinois",2020-11-03,436265,6516,6939.71428571429
"8556","Illinois",2020-11-04,443803,7538,7143.71428571429
"8557","Illinois",2020-11-05,453738,9935,7654.14285714286
"8558","Illinois",2020-11-06,465540,11802,8127.42857142857
"8559","Illinois",2020-11-07,477978,12438,8775.85714285714
"8560","Illinois",2020-11-08,487987,10009,9208.57142857143
"8561","Illinois",2020-11-09,498560,10573,9830.14285714286
"8562","Illinois",2020-11-10,511183,12623,10702.5714285714
"8563","Illinois",2020-11-11,523840,12657,11433.8571428571
"8564","Illinois",2020-11-12,536542,12702,11829.1428571429
"8565","Illinois",2020-11-13,551957,15415,12345.2857142857
"8566","Illinois",2020-11-14,562985,11028,12143.8571428571
"8567","Illinois",2020-11-15,573616,10631,12232.7142857143
"8568","Illinois",2020-11-16,585248,11632,12384
"8569","Illinois",2020-11-17,597849,12601,12380.8571428571
"8570","Illinois",2020-11-18,606771,8922,11847.2857142857
"8571","Illinois",2020-11-19,621383,14612,12120.1428571429
"8572","Illinois",2020-11-20,634395,13012,11776.8571428571
"8573","Illinois",2020-11-21,646286,11891,11900.1428571429
"8574","Illinois",2020-11-22,656298,10012,11811.7142857143
"8575","Illinois",2020-11-23,664620,8322,11338.8571428571
"8576","Illinois",2020-11-24,674089,9469,10891.4285714286
"8577","Illinois",2020-11-25,685467,11378,11242.2857142857
"8578","Illinois",2020-11-26,697489,12022,10872.2857142857
"8579","Illinois",2020-11-27,705063,7574,10095.4285714286
"8580","Illinois",2020-11-28,712936,7873,9521.42857142857
"8581","Illinois",2020-11-29,720114,7178,9116.57142857143
"8582","Illinois",2020-11-30,726304,6190,8812
"8583","Illinois",2020-12-01,738846,12542,9251
"8584","Illinois",2020-12-02,748603,9757,9019.42857142857
"8585","Illinois",2020-12-03,759562,10959,8867.57142857143
"8586","Illinois",2020-12-04,770088,10526,9289.28571428571
"8587","Illinois",2020-12-05,779975,9887,9577
"8588","Illinois",2020-12-06,787573,7598,9637
"8589","Illinois",2020-12-07,796264,8691,9994.28571428571
"8590","Illinois",2020-12-08,804174,7910,9332.57142857143
"8591","Illinois",2020-12-09,812430,8256,9118.14285714286
"8592","Illinois",2020-12-10,823531,11101,9138.42857142857
"8593","Illinois",2020-12-11,832951,9420,8980.42857142857
"8594","Illinois",2020-12-12,841688,8737,8816.14285714286
"8595","Illinois",2020-12-13,848904,7216,8761.57142857143
"8596","Illinois",2020-12-14,856118,7214,8550.57142857143
"8597","Illinois",2020-12-15,863477,7359,8471.85714285714
"8598","Illinois",2020-12-16,870600,7123,8310
"8599","Illinois",2020-12-17,879428,8828,7985.28571428571
"8600","Illinois",2020-12-18,886805,7377,7693.42857142857
"8601","Illinois",2020-12-19,894367,7562,7525.57142857143
"8602","Illinois",2020-12-20,900370,6003,7352.28571428571
"8603","Illinois",2020-12-21,905069,4699,6993
"8604","Illinois",2020-12-22,911308,6239,6833
"8605","Illinois",2020-12-23,918070,6762,6781.42857142857
"8606","Illinois",2020-12-24,925107,7037,6525.57142857143
"8607","Illinois",2020-12-25,930849,5742,6292
"8608","Illinois",2020-12-26,934142,3293,5682.14285714286
"8609","Illinois",2020-12-27,937909,3767,5362.71428571429
"8610","Illinois",2020-12-28,942362,4453,5327.57142857143
"8611","Illinois",2020-12-29,948006,5644,5242.57142857143
"8612","Illinois",2020-12-30,955380,7374,5330
"8613","Illinois",2020-12-31,963389,8009,5468.85714285714
"8614","Illinois",2021-01-01,963389,0,4648.57142857143
"8615","Illinois",2021-01-02,975352,11963,5887.14285714286
"8616","Illinois",2021-01-03,979821,4469,5987.42857142857
"8617","Illinois",2021-01-04,984880,5059,6074
"8618","Illinois",2021-01-05,991719,6839,6244.71428571429
"8619","Illinois",2021-01-06,999288,7569,6272.57142857143
"8620","Illinois",2021-01-07,1008045,8757,6379.42857142857
"8621","Illinois",2021-01-08,1017322,9277,7704.71428571429
"8622","Illinois",2021-01-09,1024039,6717,6955.28571428571
"8623","Illinois",2021-01-10,1028750,4711,6989.85714285714
"8624","Illinois",2021-01-11,1033526,4776,6949.42857142857
"8625","Illinois",2021-01-12,1040168,6642,6921.28571428571
"8626","Illinois",2021-01-13,1046030,5862,6677.42857142857
"8627","Illinois",2021-01-14,1052682,6652,6376.71428571429
"8628","Illinois",2021-01-15,1059324,6642,6000.28571428571
"8629","Illinois",2021-01-16,1064667,5343,5804
"8630","Illinois",2021-01-17,1068829,4162,5725.57142857143
"8631","Illinois",2021-01-18,1072214,3385,5526.85714285714
"8632","Illinois",2021-01-19,1076532,4318,5194.85714285714
"8633","Illinois",2021-01-20,1081354,4822,5046.28571428571
"8634","Illinois",2021-01-21,1086333,4979,4807.28571428571
"8635","Illinois",2021-01-22,1093375,7042,4864.42857142857
"8636","Illinois",2021-01-23,1098527,5152,4837.14285714286
"8637","Illinois",2021-01-24,1101819,3292,4712.85714285714
"8638","Illinois",2021-01-25,1104763,2944,4649.85714285714
"8639","Illinois",2021-01-26,1108430,3667,4556.85714285714
"8640","Illinois",2021-01-27,1112181,3751,4403.85714285714
"8641","Illinois",2021-01-28,1116372,4191,4291.28571428571
"8642","Illinois",2021-01-29,1120528,4156,3879
"8643","Illinois",2021-01-30,1123873,3345,3620.85714285714
"8644","Illinois",2021-01-31,1126301,2428,3497.42857142857
"8645","Illinois",2021-02-01,1128613,2312,3407.14285714286
"8646","Illinois",2021-02-02,1130917,2304,3212.42857142857
"8647","Illinois",2021-02-03,1134231,3314,3150
"8648","Illinois",2021-02-04,1137559,3328,3026.71428571429
"8649","Illinois",2021-02-05,1141219,3660,2955.85714285714
"8650","Illinois",2021-02-06,1144281,3062,2915.42857142857
"8651","Illinois",2021-02-07,1146346,2065,2863.57142857143
"8652","Illinois",2021-02-08,1148088,1742,2782.14285714286
"8653","Illinois",2021-02-09,1150170,2082,2750.42857142857
"8654","Illinois",2021-02-10,1152995,2825,2680.57142857143
"8655","Illinois",2021-02-11,1155833,2838,2610.57142857143
"8656","Illinois",2021-02-12,1158431,2598,2458.85714285714
"8657","Illinois",2021-02-13,1160523,2092,2320.28571428571
"8658","Illinois",2021-02-14,1162154,1631,2258.28571428571
"8659","Illinois",2021-02-15,1163574,1420,2212.28571428571
"8660","Illinois",2021-02-16,1164922,1348,2107.42857142857
"8661","Illinois",2021-02-17,1166717,1795,1960.28571428571
"8662","Illinois",2021-02-18,1168684,1967,1835.85714285714
"8663","Illinois",2021-02-19,1170902,2218,1781.57142857143
"8664","Illinois",2021-02-20,1172824,1922,1757.28571428571
"8665","Illinois",2021-02-21,1174409,1585,1750.71428571429
"8666","Illinois",2021-02-22,1175655,1246,1725.85714285714
"8667","Illinois",2021-02-23,1177320,1665,1771.14285714286
"8668","Illinois",2021-02-24,1179342,2022,1803.57142857143
"8669","Illinois",2021-02-25,1181226,1884,1791.71428571429
"8670","Illinois",2021-02-26,1183667,2441,1823.57142857143
"8671","Illinois",2021-02-27,1185447,1780,1803.28571428571
"8672","Illinois",2021-02-28,1186696,1249,1755.28571428571
"8673","Illinois",2021-03-01,1187839,1143,1740.57142857143
"8674","Illinois",2021-03-02,1189416,1577,1728
"8675","Illinois",2021-03-03,1191520,2104,1739.71428571429
"8676","Illinois",2021-03-04,1193260,1740,1719.14285714286
"8677","Illinois",2021-03-05,1194702,1442,1576.42857142857
"8678","Illinois",2021-03-06,1197267,2565,1688.57142857143
"8679","Illinois",2021-03-07,1198335,1068,1662.71428571429
"8680","Illinois",2021-03-08,1199517,1182,1668.28571428571
"8681","Illinois",2021-03-09,1201027,1510,1658.71428571429
"8682","Illinois",2021-03-10,1202709,1682,1598.42857142857
"8683","Illinois",2021-03-11,1204409,1700,1592.71428571429
"8684","Illinois",2021-03-12,1206172,1763,1638.57142857143
"8685","Illinois",2021-03-13,1207847,1675,1511.42857142857
"8686","Illinois",2021-03-14,1209331,1484,1570.85714285714
"8687","Illinois",2021-03-15,1210113,782,1513.71428571429
"8688","Illinois",2021-03-16,1212110,1997,1583.28571428571
"8689","Illinois",2021-03-17,1213765,1655,1579.42857142857
"8690","Illinois",2021-03-18,1216090,2325,1668.71428571429
"8691","Illinois",2021-03-19,1218470,2380,1756.85714285714
"8692","Illinois",2021-03-20,1220432,1962,1797.85714285714
"8693","Illinois",2021-03-21,1221863,1431,1790.28571428571
"8694","Illinois",2021-03-22,1223083,1220,1852.85714285714
"8695","Illinois",2021-03-23,1224915,1832,1829.28571428571
"8696","Illinois",2021-03-24,1227708,2793,1991.85714285714
"8697","Illinois",2021-03-25,1229898,2190,1972.57142857143
"8698","Illinois",2021-03-26,1232900,3002,2061.42857142857
"8699","Illinois",2021-03-27,1235578,2678,2163.71428571429
"8700","Illinois",2021-03-28,1237828,2250,2280.71428571429
"8701","Illinois",2021-03-29,1239589,1761,2358
"8702","Illinois",2021-03-30,1241993,2404,2439.71428571429
"8703","Illinois",2021-03-31,1244585,2592,2411
"8704","Illinois",2021-04-01,1248111,3526,2601.85714285714
"8705","Illinois",2021-04-02,1251346,3235,2635.14285714286
"8706","Illinois",2021-04-03,1254185,2839,2658.14285714286
"8707","Illinois",2021-04-04,1256634,2449,2686.57142857143
"8708","Illinois",2021-04-05,1258736,2102,2735.28571428571
"8709","Illinois",2021-04-06,1261667,2931,2810.57142857143
"8710","Illinois",2021-04-07,1265457,3790,2981.71428571429
"8711","Illinois",2021-04-08,1269196,3739,3012.14285714286
"8712","Illinois",2021-04-09,1273200,4004,3122
"8713","Illinois",2021-04-10,1276830,3630,3235
"8714","Illinois",2021-04-11,1279772,2942,3305.42857142857
"8715","Illinois",2021-04-12,1282205,2433,3352.71428571429
"8716","Illinois",2021-04-13,1285398,3193,3390.14285714286
"8717","Illinois",2021-04-14,1288934,3536,3353.85714285714
"8718","Illinois",2021-04-15,1292515,3581,3331.28571428571
"8719","Illinois",2021-04-16,1296381,3866,3311.57142857143
"8720","Illinois",2021-04-17,1299575,3194,3249.28571428571
"8721","Illinois",2021-04-18,1302241,2666,3209.85714285714
"8722","Illinois",2021-04-19,1304200,1959,3142.14285714286
"8723","Illinois",2021-04-20,1306787,2587,3055.57142857143
"8724","Illinois",2021-04-21,1309552,2765,2945.42857142857
"8725","Illinois",2021-04-22,1312722,3170,2886.71428571429
"8726","Illinois",2021-04-23,1316091,3369,2815.71428571429
"8727","Illinois",2021-04-24,1318998,2907,2774.71428571429
"8728","Illinois",2021-04-25,1321033,2035,2684.57142857143
"8729","Illinois",2021-04-26,1323170,2137,2710
"8730","Illinois",2021-04-27,1325726,2556,2705.57142857143
"8731","Illinois",2021-04-28,1328454,2728,2700.28571428571
"8732","Illinois",2021-04-29,1331848,3394,2732.28571428571
"8733","Illinois",2021-04-30,1335055,3207,2709.14285714286
